Quarter,Month,Week,Product Type,Territory,Sales Channel,Customer Type,Revenue,Cost
Q4/2012,12-Nov,W46-2012,Mobile,North America,Retail,Entertainment Venues,23023,24900
Q4/2012,12-Nov,W46-2012,Mobile,North America,Retail,Retail,1611.15,4033.75
Q4/2012,12-Nov,W46-2012,Office Supplies,North America,Direct,Entertainment Venues,497.95,282.5
Q4/2012,12-Nov,W46-2012,Office Supplies,North America,Direct,Retail,7269.15,7602.5
Q4/2012,12-Nov,W46-2012,Office Supplies,North America,Internet,Branded Stores,2247.1,1650
Q4/2012,12-Nov,W46-2012,Office Supplies,North America,Internet,Retail,4127.35,3640
Q4/2012,12-Nov,W46-2012,Office Supplies,North America,Retail,Entertainment Venues,1611.15,858.75
Q4/2012,12-Nov,W46-2012,Office Supplies,North America,Retail,Branded Stores,188.6,231.25
Q4/2012,12-Nov,W46-2012,Repairs,North America,Internet,Branded Stores,25689.85,11653.75
Q4/2012,12-Nov,W46-2012,Portable Electronics,North America,Direct,Entertainment Venues,5928.25,4055
Q4/2012,12-Nov,W46-2012,Portable Electronics,North America,Direct,Branded Stores,1963.05,2777.5
Q4/2012,12-Nov,W47-2012,Computers & Tablets,North America,Direct,Entertainment Venues,3740.95,6458.75
Q4/2012,12-Nov,W47-2012,Computers & Tablets,North America,Direct,Branded Stores,20735.65,45847.5
Q4/2012,12-Nov,W47-2012,Computers & Tablets,North America,Direct,Retail,411.7,881.25
Q4/2012,12-Nov,W47-2012,TV & Home Theatre,North America,Direct,Entertainment Venues,13129.55,14228.75
Q4/2012,12-Nov,W47-2012,TV & Home Theatre,North America,Internet,Entertainment Venues,3325.8,2567.5
Q4/2012,12-Nov,W47-2012,Cameras,North America,Direct,Internet Direct,40688.15,24021.25
Q4/2012,12-Nov,W47-2012,Mobile,North America,Direct,Entertainment Venues,2129.8,2068.75
Q4/2012,12-Nov,W47-2012,Mobile,North America,Direct,Retail,3717.95,6233.75
Q4/2012,12-Nov,W47-2012,Mobile,North America,Retail,Entertainment Venues,868.25,1178.75
Q4/2012,12-Nov,W47-2012,Mobile,North America,Retail,Retail,8894.1,21172.5
Q4/2012,12-Nov,W47-2012,Office Supplies,North America,Direct,Entertainment Venues,16832.55,12315
Q4/2012,12-Nov,W47-2012,Office Supplies,North America,Direct,Retail,15284.65,17487.5
Q4/2012,12-Nov,W47-2012,Office Supplies,North America,Internet,Retail,2127.5,2026.25
Q4/2012,12-Nov,W47-2012,Office Supplies,North America,Retail,Entertainment Venues,12482.1,9995
Q4/2012,12-Nov,W47-2012,Office Supplies,North America,Retail,Retail,2421.9,5131.25
Q4/2012,12-Nov,W47-2012,Portable Electronics,North America,Direct,Entertainment Venues,7576.2,6413.75
Q4/2012,12-Nov,W47-2012,Portable Electronics,North America,Internet,Entertainment Venues,2316.1,1210
Q4/2012,12-Nov,W47-2012,Portable Electronics,North America,Internet,Retail,20160.65,21160
Q4/2012,12-Nov,W47-2012,Portable Electronics,North America,Internet,Internet Direct,51693.65,22567.5
Q4/2012,12-Nov,W47-2012,Portable Electronics,North America,Retail,Entertainment Venues,6779.25,8533.75
Q4/2012,12-Nov,W47-2012,Portable Electronics,North America,Retail,Branded Stores,9991.2,16380
Q4/2012,12-Nov,W47-2012,Portable Electronics,North America,Retail,Internet Direct,23138,17493.75
Q4/2012,12-Nov,W48-2012,Computers & Tablets,North America,Direct,Entertainment Venues,223.1,278.75
Q4/2012,12-Nov,W48-2012,Computers & Tablets,North America,Direct,Internet Direct,19260.2,16926.25
Q4/2012,12-Nov,W48-2012,Computers & Tablets,North America,Internet,Entertainment Venues,2198.8,1316.25
Q4/2012,12-Nov,W48-2012,Computers & Tablets,North America,Retail,Retail,40744.5,78376.25
Q4/2012,12-Nov,W48-2012,TV & Home Theatre,North America,Retail,Entertainment Venues,5799.45,5737.5
Q4/2012,12-Nov,W48-2012,Cameras,North America,Direct,Entertainment Venues,16993.55,16445
Q4/2012,12-Nov,W48-2012,Cameras,North America,Direct,Retail,12821.35,32991.25
Q4/2012,12-Nov,W48-2012,Cameras,North America,Direct,Internet Direct,12963.95,9073.75
Q4/2012,12-Nov,W48-2012,Cameras,North America,Internet,Entertainment Venues,10110.8,9971.25
Q4/2012,12-Nov,W48-2012,Cameras,North America,Internet,Branded Stores,19420.05,15878.75
Q4/2012,12-Nov,W48-2012,Mobile,North America,Direct,Entertainment Venues,1814.7,1472.5
Q4/2012,12-Nov,W48-2012,Mobile,North America,Direct,Retail,2722.05,5067.5
Q4/2012,12-Nov,W48-2012,Mobile,North America,Internet,Retail,4173.35,6240
Q4/2012,12-Nov,W48-2012,Mobile,North America,Retail,Retail,1484.65,3437.5
Q4/2012,12-Nov,W48-2012,Mobile,North America,Retail,Internet Direct,3777.75,3676.25
Q4/2012,12-Nov,W48-2012,Office Supplies,North America,Direct,Entertainment Venues,2332.2,1386.25
Q4/2012,12-Nov,W48-2012,Office Supplies,North America,Internet,Entertainment Venues,13444.65,5687.5
Q4/2012,12-Nov,W48-2012,Office Supplies,North America,Internet,Branded Stores,714.15,512.5
Q4/2012,12-Nov,W48-2012,Office Supplies,North America,Internet,Retail,23152.95,26041.25
Q4/2012,12-Nov,W48-2012,Office Supplies,North America,Retail,Entertainment Venues,195.5,153.75
Q4/2012,12-Nov,W48-2012,Office Supplies,North America,Retail,Branded Stores,892.4,943.75
Q4/2012,12-Nov,W48-2012,Repairs,North America,Direct,Retail,28379.7,28645
Q4/2012,12-Nov,W48-2012,Repairs,North America,Retail,Retail,61139.75,80085
Q4/2012,12-Nov,W48-2012,Portable Electronics,North America,Direct,Entertainment Venues,1071.8,936.25
Q4/2012,12-Nov,W48-2012,Portable Electronics,North America,Internet,Entertainment Venues,20549.35,12507.5
Q4/2012,12-Nov,W48-2012,Portable Electronics,North America,Internet,Retail,22680.3,17802.5
Q4/2012,12-Nov,W48-2012,Portable Electronics,North America,Retail,Entertainment Venues,799.25,757.5
Q4/2012,12-Nov,W48-2012,Portable Electronics,North America,Retail,Branded Stores,4982.95,7155
Q4/2012,12-Nov,W49-2012,Computers & Tablets,North America,Internet,Entertainment Venues,8201.8,7838.75
Q4/2012,12-Nov,W49-2012,Computers & Tablets,North America,Internet,Branded Stores,35720.15,50546.25
Q4/2012,12-Nov,W49-2012,Computers & Tablets,North America,Retail,Entertainment Venues,25642.7,38897.5
Q4/2012,12-Nov,W49-2012,TV & Home Theatre,North America,Direct,Entertainment Venues,19976.65,17793.75
Q4/2012,12-Nov,W49-2012,TV & Home Theatre,North America,Internet,Entertainment Venues,5138.2,3685
Q4/2012,12-Nov,W49-2012,Cameras,North America,Retail,Internet Direct,5741.95,7297.5
Q4/2012,12-Nov,W49-2012,Mobile,North America,Retail,Retail,5387.75,8688.75
Q4/2012,12-Nov,W49-2012,Office Supplies,North America,Direct,Entertainment Venues,1825.05,1490
Q4/2012,12-Nov,W49-2012,Office Supplies,North America,Direct,Branded Stores,9395.5,8521.25
Q4/2012,12-Nov,W49-2012,Office Supplies,North America,Internet,Entertainment Venues,7608.4,3981.25
Q4/2012,12-Nov,W49-2012,Office Supplies,North America,Internet,Retail,4365.4,3387.5
Q4/2012,12-Nov,W49-2012,Portable Electronics,North America,Internet,Entertainment Venues,40958.4,28328.75
Q4/2012,12-Nov,W49-2012,Portable Electronics,North America,Internet,Retail,158.7,183.75
Q4/2012,12-Dec,W49-2012,Computers & Tablets,North America,Direct,Entertainment Venues,3647.8,5946.25
Q4/2012,12-Dec,W49-2012,Computers & Tablets,North America,Direct,Retail,7640.6,23985
Q4/2012,12-Dec,W49-2012,Computers & Tablets,North America,Retail,Entertainment Venues,647.45,743.75
Q4/2012,12-Dec,W49-2012,TV & Home Theatre,North America,Internet,Entertainment Venues,4128.5,3295
Q4/2012,12-Dec,W49-2012,TV & Home Theatre,North America,Retail,Entertainment Venues,558.9,973.75
Q4/2012,12-Dec,W49-2012,Cameras,North America,Retail,Entertainment Venues,400.2,747.5
Q4/2012,12-Dec,W49-2012,Cameras,North America,Retail,Retail,1391.5,4831.25
Q4/2012,12-Dec,W49-2012,Mobile,North America,Internet,Entertainment Venues,1945.8,1620
Q4/2012,12-Dec,W49-2012,Office Supplies,North America,Direct,Entertainment Venues,1298.35,780
Q4/2012,12-Dec,W49-2012,Office Supplies,North America,Direct,Retail,427.8,676.25
Q4/2012,12-Dec,W49-2012,Office Supplies,North America,Internet,Branded Stores,8073,3583.75
Q4/2012,12-Dec,W49-2012,Portable Electronics,North America,Retail,Internet Direct,27920.85,20582.5
Q4/2012,12-Dec,W50-2012,Computers & Tablets,North America,Direct,Entertainment Venues,10884.75,18275
Q4/2012,12-Dec,W50-2012,Computers & Tablets,North America,Direct,Retail,7395.65,23192.5
Q4/2012,12-Dec,W50-2012,Computers & Tablets,North America,Direct,Internet Direct,14204.8,17708.75
Q4/2012,12-Dec,W50-2012,Computers & Tablets,North America,Internet,Entertainment Venues,1162.65,1007.5
Q4/2012,12-Dec,W50-2012,Computers & Tablets,North America,Internet,Retail,2355.2,3638.75
Q4/2012,12-Dec,W50-2012,Cameras,North America,Direct,Retail,6080.05,13931.25
Q4/2012,12-Dec,W50-2012,Cameras,North America,Internet,Entertainment Venues,193.2,175
Q4/2012,12-Dec,W50-2012,Cameras,North America,Internet,Branded Stores,2792.2,3247.5
Q4/2012,12-Dec,W50-2012,Cameras,North America,Internet,Retail,24690.5,55036.25
Q4/2012,12-Dec,W50-2012,Mobile,North America,Direct,Entertainment Venues,2646.15,2756.25
Q4/2012,12-Dec,W50-2012,Mobile,North America,Direct,Retail,1104,2546.25
Q4/2012,12-Dec,W50-2012,Mobile,North America,Direct,Internet Direct,4310.2,2357.5
Q4/2012,12-Dec,W50-2012,Mobile,North America,Internet,Retail,1270.75,1836.25
Q4/2012,12-Dec,W50-2012,Mobile,North America,Internet,Internet Direct,13259.5,5293.75
Q4/2012,12-Dec,W50-2012,Mobile,North America,Retail,Entertainment Venues,1800.9,2770
Q4/2012,12-Dec,W50-2012,Mobile,North America,Retail,Internet Direct,62726.75,44338.75
Q4/2012,12-Dec,W50-2012,Office Supplies,North America,Direct,Branded Stores,1357,1232.5
Q4/2012,12-Dec,W50-2012,Office Supplies,North America,Direct,Retail,6721.75,7753.75
Q4/2012,12-Dec,W50-2012,Office Supplies,North America,Internet,Entertainment Venues,197.8,91.25
Q4/2012,12-Dec,W50-2012,Office Supplies,North America,Internet,Retail,4526.4,4357.5
Q4/2012,12-Dec,W50-2012,Repairs,North America,Direct,Entertainment Venues,9228.75,4278.75
Q4/2012,12-Dec,W50-2012,Repairs,North America,Retail,Entertainment Venues,3119.95,2005
Q4/2012,12-Dec,W50-2012,Portable Electronics,North America,Direct,Entertainment Venues,21698.2,19430
Q4/2012,12-Dec,W50-2012,Portable Electronics,North America,Internet,Branded Stores,4168.75,5565
Q4/2012,12-Dec,W50-2012,Portable Electronics,North America,Internet,Retail,196.65,285
Q4/2012,12-Dec,W50-2012,Portable Electronics,North America,Retail,Entertainment Venues,1984.9,3150
Q4/2012,12-Dec,W50-2012,Portable Electronics,North America,Retail,Retail,644,2106.25
Q4/2012,12-Dec,W51-2012,Computers & Tablets,North America,Direct,Entertainment Venues,6571.1,12957.5
Q4/2012,12-Dec,W51-2012,Computers & Tablets,North America,Internet,Retail,20948.4,48932.5
Q4/2012,12-Dec,W51-2012,Computers & Tablets,North America,Internet,Internet Direct,8625,4740
Q4/2012,12-Dec,W51-2012,Computers & Tablets,North America,Retail,Entertainment Venues,24538.7,32175
Q4/2012,12-Dec,W51-2012,TV & Home Theatre,North America,Direct,Internet Direct,37258.85,30201.25
Q4/2012,12-Dec,W51-2012,TV & Home Theatre,North America,Internet,Retail,25508.15,47012.5
Q4/2012,12-Dec,W51-2012,TV & Home Theatre,North America,Retail,Entertainment Venues,10998.6,19860
Q4/2012,12-Dec,W51-2012,TV & Home Theatre,North America,Retail,Retail,1576.65,4193.75
Q4/2012,12-Dec,W51-2012,Cameras,North America,Direct,Branded Stores,28307.25,74345
Q4/2012,12-Dec,W51-2012,Cameras,North America,Retail,Entertainment Venues,16308.15,37195
Q4/2012,12-Dec,W51-2012,Mobile,North America,Direct,Entertainment Venues,2505.85,2253.75
Q4/2012,12-Dec,W51-2012,Mobile,North America,Internet,Entertainment Venues,2941.7,2282.5
Q4/2012,12-Dec,W51-2012,Mobile,North America,Retail,Entertainment Venues,2350.6,3000
Q4/2012,12-Dec,W51-2012,Office Supplies,North America,Direct,Retail,10489.15,13406.25
Q4/2012,12-Dec,W51-2012,Office Supplies,North America,Internet,Entertainment Venues,13410.15,8701.25
Q4/2012,12-Dec,W51-2012,Office Supplies,North America,Retail,Entertainment Venues,1584.7,1297.5
Q4/2012,12-Dec,W51-2012,Office Supplies,North America,Retail,Retail,30272.6,43058.75
Q4/2012,12-Dec,W51-2012,Repairs,North America,Retail,Retail,27926.6,39448.75
Q4/2012,12-Dec,W51-2012,Portable Electronics,North America,Direct,Entertainment Venues,9775,11661.25
Q4/2012,12-Dec,W51-2012,Portable Electronics,North America,Direct,Retail,10222.35,17905
Q4/2012,12-Dec,W51-2012,Portable Electronics,North America,Internet,Entertainment Venues,708.4,746.25
Q4/2012,12-Dec,W51-2012,Portable Electronics,North America,Retail,Internet Direct,3309.7,2750
Q4/2012,12-Dec,W52-2012,Computers & Tablets,North America,Direct,Entertainment Venues,13896.6,24942.5
Q4/2012,12-Dec,W52-2012,Computers & Tablets,North America,Direct,Internet Direct,9892.3,13167.5
Q4/2012,12-Dec,W52-2012,Computers & Tablets,North America,Internet,Branded Stores,12592.5,19896.25
Q4/2012,12-Dec,W52-2012,Computers & Tablets,North America,Internet,Internet Direct,5409.6,2908.75
Q4/2012,12-Dec,W52-2012,Computers & Tablets,North America,Retail,Entertainment Venues,19288.95,31961.25
Q4/2012,12-Dec,W52-2012,Computers & Tablets,North America,Retail,Retail,31768.75,82625
Q4/2012,12-Dec,W52-2012,TV & Home Theatre,North America,Direct,Entertainment Venues,2325.3,2378.75
Q4/2012,12-Dec,W52-2012,TV & Home Theatre,North America,Internet,Retail,1716.95,3663.75
Q4/2012,12-Dec,W52-2012,TV & Home Theatre,North America,Retail,Entertainment Venues,19685.7,24312.5
Q4/2012,12-Dec,W52-2012,Cameras,North America,Direct,Entertainment Venues,2425.35,3416.25
Q4/2012,12-Dec,W52-2012,Cameras,North America,Internet,Entertainment Venues,479.55,486.25
Q4/2012,12-Dec,W52-2012,Cameras,North America,Internet,Retail,33568.5,78612.5
Q4/2012,12-Dec,W52-2012,Cameras,North America,Retail,Entertainment Venues,1345.5,2291.25
Q4/2012,12-Dec,W52-2012,Cameras,North America,Retail,Branded Stores,1844.6,3913.75
Q4/2012,12-Dec,W52-2012,Cameras,North America,Retail,Retail,14580.85,43038.75
Q4/2012,12-Dec,W52-2012,Mobile,North America,Direct,Retail,2354.05,5222.5
Q4/2012,12-Dec,W52-2012,Mobile,North America,Retail,Internet Direct,2057.35,1836.25
Q4/2012,12-Dec,W52-2012,Office Supplies,North America,Direct,Entertainment Venues,1802.05,1300
Q4/2012,12-Dec,W52-2012,Office Supplies,North America,Direct,Retail,1228.2,1763.75
Q4/2012,12-Dec,W52-2012,Office Supplies,North America,Internet,Entertainment Venues,10125.75,6936.25
Q4/2012,12-Dec,W52-2012,Office Supplies,North America,Internet,Branded Stores,12686.8,13657.5
Q4/2012,12-Dec,W52-2012,Office Supplies,North America,Internet,Retail,1509.95,1561.25
Q4/2012,12-Dec,W52-2012,Office Supplies,North America,Retail,Entertainment Venues,5951.25,5370
Q4/2012,12-Dec,W52-2012,Repairs,North America,Direct,Retail,15096.05,11462.5
Q4/2012,12-Dec,W52-2012,Portable Electronics,North America,Direct,Entertainment Venues,203.55,262.5
Q4/2012,12-Dec,W52-2012,Portable Electronics,North America,Internet,Entertainment Venues,4334.35,3542.5
Q4/2012,12-Dec,W52-2012,Portable Electronics,North America,Internet,Retail,17688.15,29552.5
Q4/2012,12-Dec,W52-2012,Portable Electronics,North America,Retail,Entertainment Venues,7501.45,10556.25
Q4/2012,12-Dec,W52-2012,Portable Electronics,North America,Retail,Retail,834.9,2853.75
Q4/2012,12-Dec,W53-2012,Computers & Tablets,North America,Direct,Entertainment Venues,18195.3,37146.25
Q4/2012,12-Dec,W53-2012,Computers & Tablets,North America,Internet,Branded Stores,3341.9,4701.25
Q4/2012,12-Dec,W53-2012,Computers & Tablets,North America,Internet,Retail,17075.2,27703.75
Q4/2012,12-Dec,W53-2012,TV & Home Theatre,North America,Direct,Entertainment Venues,19377.5,20396.25
Q4/2012,12-Dec,W53-2012,TV & Home Theatre,North America,Internet,Entertainment Venues,9857.8,10687.5
Q4/2012,12-Dec,W53-2012,TV & Home Theatre,North America,Internet,Retail,6808,12833.75
Q4/2012,12-Dec,W53-2012,TV & Home Theatre,North America,Retail,Entertainment Venues,868.25,1487.5
Q4/2012,12-Dec,W53-2012,Cameras,North America,Direct,Entertainment Venues,9040.15,11120
Q4/2012,12-Dec,W53-2012,Cameras,North America,Direct,Internet Direct,24704.3,18847.5
Q4/2012,12-Dec,W53-2012,Cameras,North America,Retail,Entertainment Venues,3594.9,9073.75
Q4/2012,12-Dec,W53-2012,Cameras,North America,Retail,Retail,526.7,2391.25
Q4/2012,12-Dec,W53-2012,Mobile,North America,Direct,Entertainment Venues,1620.35,1600
Q4/2012,12-Dec,W53-2012,Mobile,North America,Direct,Branded Stores,3988.2,6720
Q4/2012,12-Dec,W53-2012,Mobile,North America,Direct,Retail,3678.85,6216.25
Q4/2012,12-Dec,W53-2012,Mobile,North America,Internet,Entertainment Venues,10147.6,6208.75
Q4/2012,12-Dec,W53-2012,Mobile,North America,Internet,Retail,11088.3,16272.5
Q4/2012,12-Dec,W53-2012,Mobile,North America,Retail,Entertainment Venues,2374.75,3225
Q4/2012,12-Dec,W53-2012,Mobile,North America,Retail,Retail,11008.95,32516.25
Q4/2012,12-Dec,W53-2012,Office Supplies,North America,Direct,Retail,4275.7,8188.75
Q4/2012,12-Dec,W53-2012,Office Supplies,North America,Internet,Entertainment Venues,6727.5,3930
Q4/2012,12-Dec,W53-2012,Office Supplies,North America,Internet,Retail,23079.35,26600
Q4/2012,12-Dec,W53-2012,Office Supplies,North America,Retail,Retail,3960.6,6517.5
Q4/2012,12-Dec,W53-2012,Repairs,North America,Internet,Retail,18747.3,16182.5
Q4/2012,12-Dec,W53-2012,Portable Electronics,North America,Direct,Entertainment Venues,12058.9,11011.25
Q4/2012,12-Dec,W53-2012,Portable Electronics,North America,Internet,Entertainment Venues,4361.95,3600
Q4/2012,12-Dec,W53-2012,Portable Electronics,North America,Internet,Branded Stores,11401.1,10997.5
